-1.4142  0.14688
-1.3258  0.16578
-1.2374  0.18564
-1.1490  0.20627
-1.0607  0.22740
-0.9723  0.24875
-0.8839  0.26999
-0.7955  0.29075
-0.7071  0.31068
-0.6187  0.32940
-0.5303  0.34653
-0.4419  0.36171
-0.3536  0.37463
-0.2652  0.38500
-0.1768  0.39258
-0.0884  0.39720
0.0000  0.39875
0.0884  0.39720
0.1768  0.39258
0.2652  0.38500
0.3536  0.37463
0.4419  0.36171
0.5303  0.34653
0.6187  0.32940
0.7071  0.31068
0.7955  0.29075
0.8839  0.26999
0.9723  0.24875
1.0607  0.22740
1.1490  0.20627
1.2374  0.18564
1.3258  0.16578
1.4142  0.14688
1.5026  0.12913
1.5910  0.11263
1.6794  0.09748
1.7678  0.08370
1.8562  0.07131
1.9445  0.06028
2.0329  0.05056
2.1213  0.04207
2.2097  0.03474
2.2981  0.02845
2.3865  0.02313
2.4749  0.01865
2.5633  0.01492
2.6517  0.01184
2.7400  0.00932
2.8284  0.00728
2.9168  0.00565
3.0052  0.00434
3.0936  0.00331
3.1820  0.00251
3.2704  0.00188
3.3588  0.00140
3.4471  0.00104
3.5355  0.00076
3.6239  0.00055
3.7123  0.00040
3.8007  0.00029
3.8891  0.00020
3.9775  0.00014
4.0659  0.00010
4.1543  0.00007
4.2426  0.00005
4.3310  0.00003
4.4194  0.00002
4.5078  0.00001
4.5962  0.00001
4.6846  0.00001
4.7730  0.00000
4.8614  0.00000
4.9497  0.00000
5.0381  0.00000
5.1265  0.00000
5.2149  0.00000
5.3033  0.00000
5.3917  0.00000
5.4801  0.00000
5.5685  0.00000
5.6569  0.00000
5.7452  0.00000
5.8336  0.00000
5.9220  0.00000
6.0104  0.00000
6.0988  0.00000
6.1872  0.00000
6.2756  0.00000
6.3640  0.00000
6.4523  0.00000
6.5407  0.00000
6.6291  0.00000
6.7175  0.00000
6.8059  0.00000
6.8943  0.00000
6.9827  0.00000
7.0711  0.00000
7.1595  0.00000
7.2478  0.00000
7.3362  0.00000
7.4246  0.00000
7.5130  0.00000
7.6014  0.00000
7.6898  0.00000
7.7782  0.00000
7.8666  0.00000
7.9550  0.00000
8.0433  0.00000
8.1317  0.00000
8.2201  0.00000
8.3085  0.00000
8.3969  0.00000
8.4853  0.00000
8.5737  0.00000
8.6621  0.00000
8.7504  0.00000
8.8388  0.00000
8.9272  0.00000
9.0156  0.00000
9.1040  0.00000
9.1924  0.00000
9.2808  0.00000
9.3692  0.00000
9.4576  0.00000
9.5459  0.00000
9.6343  0.00000
9.7227  0.00000
9.8111  0.00000
9.8995  0.00000
9.9879  0.00000
10.0763  0.00000
10.1647  0.00000
10.2530  0.00000
10.3414  0.00000
10.4298  0.00000
10.5182  0.00000
10.6066  0.00000
10.6950  0.00000
10.7834  0.00000
10.8718  0.00000
10.9602  0.00000
11.0485  0.00000
11.1369  0.00000
11.2253  0.00000
11.3137  0.00000
11.4021  0.00000
11.4905  0.00000
11.5789  0.00000
11.6673  0.00000
11.7557  0.00000
11.8440  0.00000
11.9324  0.00000
12.0208  0.00000
12.1092  0.00000
12.1976  0.00000
12.2860  0.00000
12.3744  0.00000
12.4628  0.00000
12.5511  0.00000
12.6395  0.00000
12.7279  0.00000
12.8163  0.00000
12.9047  0.00000
12.9931  0.00000
13.0815  0.00000
13.1699  0.00000
13.2583  0.00000
13.3466  0.00000
13.4350  0.00000
13.5234  0.00000
13.6118  0.00000
13.7002  0.00000
13.7886  0.00000
13.8770  0.00000
13.9654  0.00000
14.0537  0.00000
14.1421  0.00000
14.2305  0.00000
14.3189  0.00000
14.4073  0.00000
14.4957  0.00000
14.5841  0.00000
14.6725  0.00000
14.7609  0.00000
14.8492  0.00000
14.9376  0.00000
15.0260  0.00000
15.1144  0.00000
15.2028  0.00000
15.2912  0.00000
15.3796  0.00000
15.4680  0.00000
15.5563  0.00000
15.6447  0.00000
15.7331  0.00000
15.8215  0.00000
15.9099  0.00000
15.9983  0.00000
16.0867  0.00000
16.1751  0.00000
16.2635  0.00000
16.3518  0.00000
16.4402  0.00000
16.5286  0.00000
16.6170  0.00000
16.7054  0.00000
16.7938  0.00000
16.8822  0.00000
16.9706  0.00000
17.0590  0.00000
17.1473  0.00000
17.2357  0.00000
17.3241  0.00000
17.4125  0.00000
17.5009  0.00000
17.5893  0.00000
17.6777  0.00000
17.7661  0.00000
17.8544  0.00000
17.9428  0.00000
18.0312  0.00000
18.1196  0.00000
18.2080  0.00000
18.2964  0.00000
18.3848  0.00000
18.4732  0.00000
18.5616  0.00000
18.6499  0.00000
18.7383  0.00000
18.8267  0.00000
18.9151  0.00000
19.0035  0.00000
19.0919  0.00000
19.1803  0.00000
19.2687  0.00000
19.3570  0.00000
19.4454  0.00000
19.5338  0.00000
19.6222  0.00000
19.7106  0.00000
19.7990  0.00000
19.8874  0.00000
19.9758  0.00000
20.0642  0.00000
20.1525  0.00000
20.2409  0.00000
20.3293  0.00000
20.4177  0.00000
20.5061  0.00000
20.5945  0.00000
20.6829  0.00000
20.7713  0.00000
20.8597  0.00000
20.9480  0.00000
21.0364  0.00000
21.1248  0.00000
21.2132  0.00000
21.3016  0.00000
21.3900  0.00000
21.4784  0.00000
21.5668  0.00000
21.6551  0.00000
21.7435  0.00000
21.8319  0.00000
21.9203  0.00000
22.0087  0.00000
22.0971  0.00000
22.1855  0.00000
22.2739  0.00000
22.3623  0.00000
22.4506  0.00000
22.5390  0.00000
22.6274  0.00000
